101999,979,106446,8854
106699,58,111015,930
104305,4787,111750,5860
100749,149,113370,1000
104030,2881,141201,1773
109229,8790,142120,4227
117400,7592,138801,722
118840,252,160155,4689
130875,44,219416,13000
129722,7700,,
120950,825,,
141975,704,,
141889,2815,,
168795,592,,
169255,2124,,
185362,2155,,
199203,5014,,
199200,5014,,
201000,586,,
181010,552,,
190320,525,,
212500,3429,,
211699,10000,,
